Geneid	Chr	Start	End	Strand	Length	wt35_1.1st	wt35_2.1st	wt35_3.1st	wt35_1.3st	wt35_2.3st	wt35_3.3st	wt35_4.3st	Mut218_1.3st	Mut218_2.3st	Mut218_3.3st
YBR082C	chrII	406628	407169	-	542	1555	2387	1396	2008	1896	2198	1871	2159	2420	2691
YBR083W	chrII	409169	410629	+	1461	1139	1599	873	789	524	629	392	418	362	449
YBR084W	chrII	411054	413981	+	2928	403	810	772	610	643	757	744	858	997	1117
YBR084C-A	chrII	414186	415261	-	1076	975	1538	1213	1289	1303	1282	1353	1646	1590	1548
YBR085W	chrII	415983	416906	+	924	51	60	53	26	46	31	29	30	40	40
YBR085C-A	chrII	418907	419164	-	258	2139	2866	1371	2609	1825	2337	1560	2332	2567	2927
YBR086C	chrII	420201	423041	-	2841	914	1210	745	990	789	936	771	747	681	891
YBR087W	chrII	423765	424829	+	1065	137	195	151	155	166	220	199	263	270	363
YBR088C	chrII	424990	425766	-	777	27	38	26	51	48	49	68	82	92	115
YBR089W	chrII	425183	425782	+	600	0	0	0	0	0	0	0	0	0	0
YBR089C-A	chrII	426190	426873	-	684	196	210	150	379	214	276	305	229	222	203
YBR090C	chrII	426333	427058	-	726	1	0	0	0	0	2	1	0	0	0
YBR091C	chrII	427155	427484	-	330	85	139	79	110	113	126	114	130	129	127
YBR092C	chrII	427698	429101	-	1404	154	264	218	236	292	250	230	326	403	283
YBR093C	chrII	429548	430951	-	1404	192	232	161	234	140	192	121	77	67	78
YBR094W	chrII	432036	434297	+	2262	365	543	339	492	394	503	503	474	453	550
YBR095C	chrII	434406	435698	-	1293	362	498	315	420	340	461	361	384	353	464
YBR096W	chrII	436021	436713	+	693	390	522	245	412	334	388	355	377	330	372
YBR097W	chrII	436951	441315	+	4365	217	226	153	179	161	221	156	150	129	185
YBR098W	chrII	441515	443590	+	2076	113	216	75	170	100	154	115	113	107	130
YBR099C	chrII	442924	443307	-	384	0	0	0	0	0	0	0	0	0	0
YBR101C	chrII	443821	444693	-	873	1243	1969	975	1938	1561	2586	1512	1911	2406	4214
YBR102C	chrII	445062	447323	-	2262	436	725	447	399	381	506	386	404	419	496
YBR103W	chrII	447709	449316	+	1608	501	759	514	637	543	617	507	404	406	442
YBR103C-A	chrII	449320	449463	-	144	7	5	6	5	1	3	2	2	2	1
YBR104W	chrII	449667	450656	+	990	1067	1618	1128	869	779	879	667	494	575	473
YBR105C	chrII	450881	451969	-	1089	1048	1329	723	887	593	787	455	923	913	1094
YBR106W	chrII	452658	453224	+	567	1262	1783	1160	1288	1262	1321	1455	1693	1396	1437
YBR107C	chrII	453793	454530	-	738	250	315	166	217	161	187	123	131	137	164
YBR108W	chrII	454822	457665	+	2844	419	618	386	506	455	509	404	532	461	548
YBR109C	chrII	457919	458362	-	444	1546	2128	1258	1792	1506	1670	1695	1721	1523	1530
YBR109W-A	chrII	458608	458832	+	225	4	11	8	5	5	4	4	9	3	6
YBR110W	chrII	458872	460221	+	1350	443	654	402	476	401	464	381	447	376	442
YBR111C	chrII	461178	461873	-	696	1812	2140	1426	967	899	937	921	755	608	730
YBR111W-A	chrII	462139	462579	+	441	339	386	263	231	174	251	243	190	207	253
YBR112C	chrII	462870	465770	-	2901	404	702	441	507	451	490	408	487	517	583
YBR113W	chrII	465566	466048	+	483	12	20	12	5	8	10	5	18	12	19
YBR114W	chrII	467248	469620	+	2373	522	838	506	600	449	588	395	581	505	572
YBR115C	chrII	469748	473926	-	4179	4887	7240	5442	4972	3676	4414	2672	1332	1727	1438
YBR116C	chrII	474199	474726	-	528	3	10	2	17	10	11	8	3	7	14
YBR117C	chrII	474392	476437	-	2046	263	585	284	272	243	288	167	244	266	435
YBR118W	chrII	477671	479047	+	1377	6518	10214	5739	9001	9260	7947	7413	9851	10962	12152
YBR119W	chrII	479338	480323	+	986	184	272	161	207	178	223	187	206	237	261
YBR120C	chrII	480435	480923	-	489	68	107	60	115	98	111	142	115	91	96
YBR121C	chrII	481364	483367	-	2004	1526	2231	1739	2143	2457	2107	2829	1997	2315	2296
YBR121C-A	chrII	482326	482484	-	159	0	0	0	0	0	0	0	0	0	0
YBR122C	chrII	483970	484503	-	534	474	688	409	699	641	732	735	612	635	622
YBR123C	chrII	484742	486691	-	1950	216	356	216	232	175	228	207	232	225	307
YBR124W	chrII	486507	486866	+	360	4	1	0	3	0	2	0	2	0	1
YBR125C	chrII	487199	488380	-	1182	225	284	227	217	180	266	205	256	269	293
YBR126C	chrII	488905	490392	-	1488	4441	7142	3684	8317	6873	7279	5438	3930	3967	5135
YBR126W-A	chrII	490850	491056	+	207	2	3	7	10	4	8	4	5	3	6
YBR126W-B	chrII	490927	491070	+	144	5	11	6	9	8	7	11	6	4	7
YBR127C	chrII	491269	492822	-	1554	1902	2655	1721	2363	2014	2262	1810	1890	1825	1941
YBR128C	chrII	493081	494115	-	1035	167	229	113	197	144	191	140	111	99	116
YBR129C	chrII	494353	495339	-	987	160	187	100	139	105	105	106	92	73	109
YBR130C	chrII	495592	496869	-	1278	421	627	342	367	354	392	358	286	311	395
YBR131W	chrII	497163	499277	+	2115	185	284	164	160	112	166	120	125	146	158
YBR131C-A	chrII	497650	497739	-	90	0	0	0	0	0	0	0	0	0	0
YBR132C	chrII	499652	501442	-	1791	260	390	204	232	206	246	174	317	285	392
YBR133C	chrII	501804	504287	-	2484	694	1047	693	758	670	733	609	572	529	642
YBR134W	chrII	504243	504644	+	402	2	5	4	1	1	1	0	2	3	5
YBR135W	chrII	504854	505306	+	453	54	98	58	92	87	101	70	106	100	121
YBR136W	chrII	505668	512774	+	7107	302	471	288	401	307	369	283	288	271	314
YBR137W	chrII	513044	513583	+	540	422	578	338	477	430	520	459	538	588	659
YBR138C	chrII	513762	515336	-	1575	173	270	143	202	152	215	193	189	174	223
YBR139W	chrII	515664	517190	+	1527	779	1036	588	1001	700	787	666	773	756	1087
YBR140C	chrII	517350	526628	-	9279	1103	1548	925	1206	889	1198	995	727	621	811
YBR141C	chrII	527025	528038	-	1014	85	143	98	114	88	107	88	119	138	137
YBR141W-A	chrII	527167	527262	+	96	0	0	0	0	0	0	0	0	0	0
YBR142W	chrII	528317	530638	+	2322	169	313	259	280	231	318	288	340	345	377
YBR143C	chrII	530869	532182	-	1314	874	1283	938	973	867	1027	1094	1076	975	1003
YBR144C	chrII	533235	533549	-	315	22	27	21	33	8	17	17	5	8	2
YBR145W	chrII	533762	534817	+	1056	3163	3510	1967	4419	2546	2737	2169	833	828	811
YBR146W	chrII	535260	536096	+	837	287	458	264	403	412	429	437	485	356	405
YBR147W	chrII	536575	537465	+	891	1436	1864	996	1166	570	984	327	222	275	208
YBR148W	chrII	537876	539705	+	1830	610	909	458	620	180	333	102	39	50	51
YBR149W	chrII	539987	541021	+	1035	1419	1937	961	2143	1447	1623	1484	1581	1328	1578
YBR150C	chrII	541209	544493	-	3285	224	353	165	212	130	257	171	224	272	352
YBR151W	chrII	545028	545978	+	951	925	1307	804	1501	1167	1449	1151	1498	1316	1508
YBR152W	chrII	546376	547251	+	876	58	94	73	54	44	64	74	59	73	98
YBR153W	chrII	547460	548194	+	735	376	495	301	310	238	281	263	173	190	189
YBR154C	chrII	548362	549009	-	648	326	580	430	426	442	584	563	564	695	667
YBR155W	chrII	549771	550928	+	1158	301	596	425	313	334	414	471	455	488	538
YBR156C	chrII	551104	553200	-	2097	127	186	105	143	96	145	72	119	135	192
YBR157C	chrII	553543	554310	-	768	134	172	107	194	161	186	137	144	203	286
YBR158W	chrII	556549	558198	+	1650	1009	1522	651	754	549	660	476	999	912	938
YBR159W	chrII	558685	559728	+	1044	397	580	403	433	411	485	530	497	489	570
YBR160W	chrII	560078	560974	+	897	334	513	324	394	439	420	452	635	720	822
YBR161W	chrII	561634	562764	+	1131	264	373	208	331	247	332	248	231	234	281
YBR162C	chrII	563203	564570	-	1368	1206	1335	877	1226	869	1038	971	791	758	839
YBR162W-A	chrII	565231	565428	+	198	380	570	446	643	579	643	528	578	616	535
YBR163W	chrII	565723	567480	+	1758	309	420	258	219	163	221	238	162	130	181
YBR164C	chrII	567875	568426	-	552	377	496	320	465	467	460	590	493	478	527
YBR165W	chrII	568852	569685	+	834	242	263	150	212	129	195	150	160	148	179
YBR166C	chrII	569842	571200	-	1359	916	1240	733	738	536	641	542	663	596	595
YBR167C	chrII	571468	571890	-	423	273	320	206	204	154	195	181	130	126	124
YBR168W	chrII	572371	573612	+	1242	211	244	135	155	103	164	115	125	115	138
YBR169C	chrII	573915	575996	-	2082	2689	4417	2374	4874	3801	5209	3346	4867	6027	9148
YBR170C	chrII	576344	578086	-	1743	441	693	364	383	344	397	394	369	413	512
YBR171W	chrII	578364	578984	+	621	357	531	350	318	370	488	520	449	429	491
YBR172C	chrII	579150	581372	-	2223	391	702	529	728	833	567	597	750	834	702
YBR173C	chrII	581726	582172	-	447	310	506	346	502	439	472	438	537	450	484
YBR174C	chrII	582338	582652	-	315	6	4	6	4	0	2	2	2	1	0
YBR175W	chrII	582408	583355	+	948	188	323	206	240	218	218	162	118	129	126
YBR176W	chrII	583720	584658	+	939	155	263	153	240	181	219	174	172	184	193
YBR177C	chrII	584807	586162	-	1356	2257	2978	2115	3403	2383	2601	2306	1598	1439	1738
YBR178W	chrII	586071	586445	+	375	0	1	2	4	3	0	1	0	2	7
YBR179C	chrII	586547	589114	-	2568	312	443	244	341	268	344	256	294	274	365
YBR180W	chrII	589741	591459	+	1719	26	42	28	29	25	27	27	35	40	54
YBR181C	chrII	591712	592774	-	1063	1002	1621	1117	1605	1639	1467	1609	1664	1678	1582
YBR182C	chrII	593506	594864	-	1359	40	68	39	82	54	80	40	130	153	129
YBR182C-A	chrII	595361	595555	-	195	11	16	5	7	11	7	8	8	9	5
YBR183W	chrII	596115	597065	+	951	364	440	184	687	331	492	270	350	339	441
YBR184W	chrII	597363	598934	+	1572	32	57	38	35	32	36	25	39	43	48
YBR185C	chrII	599123	599959	-	837	100	132	79	110	73	120	104	150	137	134
YBR186W	chrII	600553	602360	+	1808	46	70	35	47	32	49	35	52	45	63
YBR187W	chrII	602634	603476	+	843	264	406	310	305	273	327	272	247	250	272
YBR188C	chrII	603685	604107	-	423	149	211	168	168	169	197	172	159	197	182
YBR189W	chrII	604508	605508	+	1001	973	1514	1316	1867	1943	1897	1836	1630	1640	1559
YBR190W	chrII	605966	606277	+	312	1	1	0	0	1	0	1	0	0	0
YBR191W	chrII	606270	607140	+	871	505	833	613	645	728	701	700	716	690	686
YBR191W-A	chrII	607149	607223	+	75	0	7	0	2	2	5	5	3	1	4
YBR192W	chrII	607652	608785	+	1134	126	187	149	136	119	159	142	184	167	186
YBR193C	chrII	609082	609753	-	672	112	169	99	107	93	96	105	182	175	237
YBR194W	chrII	610038	610409	+	372	73	92	55	76	49	61	90	92	83	92
YBR195C	chrII	610614	611882	-	1269	144	225	151	167	155	145	131	116	115	105
YBR196C	chrII	612236	613900	-	1665	3300	4917	2982	5200	4319	4232	4160	5158	4589	4120
YBR196C-A	chrII	614024	614173	-	150	11	14	5	5	4	11	6	3	2	3
YBR196C-B	chrII	614526	614630	-	105	25	39	30	27	30	29	24	16	14	18
YBR197C	chrII	615203	615856	-	654	178	245	193	183	179	178	128	137	178	170
YBR198C	chrII	616127	618523	-	2397	664	1124	829	853	860	975	827	644	606	731
YBR199W	chrII	618909	620303	+	1395	1372	2054	1191	1852	1435	1752	1464	1178	1126	1282
YBR200W	chrII	620872	622527	+	1656	323	528	259	289	254	288	274	320	347	384
YBR200W-A	chrII	622983	623147	+	165	2	4	0	3	4	3	1	5	3	2
YBR201W	chrII	623576	624211	+	636	175	287	145	176	187	217	184	248	223	249
YBR201C-A	chrII	624493	624696	-	204	105	117	65	128	80	110	78	104	99	105
YBR202W	chrII	625772	628309	+	2538	460	689	460	589	430	507	379	460	442	461
YBR203W	chrII	629168	631942	+	2775	435	639	283	423	270	415	301	575	459	661
YBR204C	chrII	632254	633381	-	1128	248	344	180	286	201	269	219	268	236	318
YBR205W	chrII	633622	634836	+	1215	145	218	143	146	145	150	137	212	230	262
YBR206W	chrII	634601	634924	+	324	12	18	22	26	25	30	14	26	26	19
YBR207W	chrII	635146	636543	+	1398	426	605	460	416	411	454	424	652	556	707
YBR208C	chrII	636703	642210	-	5508	1185	1820	1031	1427	1535	1709	1563	840	983	895
YBR209W	chrII	642583	642900	+	318	24	8	17	23	15	15	12	9	21	22
YBR210W	chrII	645550	645978	+	429	110	132	73	117	103	146	111	119	108	90
YBR211C	chrII	646158	647132	-	975	132	191	125	146	103	140	119	99	69	113
YBR212W	chrII	647886	649904	+	2019	418	674	314	397	274	329	269	524	482	683
YBR213W	chrII	650368	651192	+	825	252	299	202	182	163	196	179	335	127	719
YBR214W	chrII	651415	652998	+	1584	475	819	411	632	428	489	333	519	573	896
YBR215W	chrII	653356	655317	+	1962	202	386	242	251	205	231	237	255	289	289
YBR216C	chrII	655576	657600	-	2025	173	266	166	169	151	205	136	204	204	286
YBR217W	chrII	657832	658392	+	561	124	141	86	92	95	117	97	86	113	128
YBR218C	chrII	658707	662249	-	3543	3433	5228	3247	5789	3835	5010	3385	1393	1601	1501
YBR219C	chrII	662499	663303	-	805	36	44	14	38	30	45	44	17	17	19
YBR220C	chrII	662995	664677	-	1683	184	319	234	219	258	263	209	229	227	283
YBR221C	chrII	665153	666253	-	1101	1351	1816	1017	1263	966	1015	993	1175	1037	1030
YBR221W-A	chrII	666538	666642	+	105	5	16	10	7	9	11	11	10	6	8
YBR222C	chrII	666720	668351	-	1632	1387	2027	1235	1526	1517	1497	1326	1538	1562	1543
YBR223C	chrII	668663	670297	-	1635	87	133	84	93	103	102	112	147	122	144
YBR223W-A	chrII	668721	668840	+	120	0	0	0	0	0	0	0	0	0	0
YBR224W	chrII	670125	670640	+	516	1	1	0	0	1	1	0	2	4	3
YBR225W	chrII	670627	673329	+	2703	168	189	113	155	102	143	108	169	189	233
YBR226C	chrII	673155	673565	-	411	26	18	9	17	6	14	12	6	5	13
YBR227C	chrII	673572	675134	-	1563	527	844	636	697	549	573	593	477	495	524
YBR228W	chrII	675313	676227	+	915	389	607	381	373	290	377	307	262	279	292
YBR229C	chrII	676357	679221	-	2865	675	827	448	398	323	409	313	323	318	351
YBR230C	chrII	679549	680050	-	502	365	503	260	416	272	344	209	399	406	429
YBR230W-A	chrII	680362	680562	+	201	82	124	88	217	203	135	155	142	137	123
YBR231C	chrII	682179	683090	-	912	103	181	125	188	165	174	166	183	196	172
YBR232C	chrII	683373	683732	-	360	2	0	0	1	0	0	1	0	0	1
YBR233W	chrII	683428	684669	+	1242	120	165	128	144	153	125	154	137	143	181
YBR233W-A	chrII	684977	685261	+	285	45	68	42	61	64	58	70	59	50	54
YBR234C	chrII	685438	686592	-	1155	761	1072	664	1729	1361	1567	1250	1141	1230	1267
YBR235W	chrII	686901	690263	+	3363	597	935	570	573	480	552	480	441	382	447
YBR236C	chrII	690383	691693	-	1311	485	660	443	437	430	493	465	568	564	687
YBR237W	chrII	691969	694518	+	2550	586	959	561	508	435	621	498	430	468	523
YBR238C	chrII	695107	697302	-	2196	74	135	99	77	100	106	77	231	166	156
YBR239C	chrII	698354	699943	-	1590	99	136	123	164	138	158	142	133	144	135
YBR240C	chrII	700490	701842	-	1353	53	45	31	44	41	37	28	50	49	56
YBR241C	chrII	702589	704055	-	1467	192	373	185	352	243	233	123	272	296	350
YBR242W	chrII	704670	705386	+	717	290	416	296	343	312	323	289	376	377	330
YBR243C	chrII	705447	706793	-	1347	185	261	186	229	218	209	255	272	254	297
YBR244W	chrII	707528	708016	+	489	217	319	187	253	222	273	295	296	226	297
YBR245C	chrII	708150	711539	-	3390	429	735	510	569	580	706	852	563	563	685
YBR246W	chrII	711591	712754	+	1164	257	404	286	300	284	301	297	283	274	369
YBR247C	chrII	713004	714455	-	1452	144	293	247	267	272	297	324	412	469	412
YBR248C	chrII	714807	716465	-	1659	3442	5291	3704	3628	3271	3480	2715	1263	1494	1264
YBR249C	chrII	716882	717994	-	1113	1817	2341	1700	3152	2421	2472	2165	1172	1264	1161
YBR250W	chrII	719033	720604	+	1572	87	116	51	77	38	66	44	62	99	138
YBR251W	chrII	721390	722313	+	924	201	328	201	284	265	293	350	279	305	275
YBR252W	chrII	722611	723054	+	444	131	180	126	194	168	169	178	235	179	183
YBR253W	chrII	723270	723635	+	366	232	306	230	234	204	229	185	146	147	211
YBR254C	chrII	723736	724263	-	528	246	358	264	265	251	281	286	195	197	190
YBR255W	chrII	724456	726540	+	2085	536	885	514	576	447	614	412	330	376	392
YBR255C-A	chrII	726618	727074	-	457	141	190	128	192	154	204	208	158	133	176
YBR256C	chrII	727386	728102	-	717	4187	5675	3612	3089	2221	2818	1810	1040	1132	1021
YBR257W	chrII	728885	729724	+	840	226	313	167	198	140	200	158	182	213	241
YBR258C	chrII	729734	730162	-	429	89	163	101	145	96	133	108	106	124	122
YBR259W	chrII	730387	732453	+	2067	138	208	126	135	90	145	105	191	195	197
YBR260C	chrII	732639	734639	-	2001	312	455	255	302	285	295	258	330	332	398
YBR261C	chrII	734832	735530	-	699	229	349	303	233	284	249	222	318	359	325
YBR262C	chrII	735720	736040	-	321	179	260	164	249	157	168	157	188	173	132
YBR263W	chrII	736264	737736	+	1473	948	1613	1126	1302	1147	1400	980	973	1135	1100
YBR264C	chrII	737770	738369	-	600	152	233	156	244	183	212	192	158	175	166
YBR265W	chrII	738582	739544	+	963	173	336	276	350	320	338	330	296	260	229
YBR267W	chrII	739841	741022	+	1182	93	159	184	137	168	155	143	211	254	172
YBR266C	chrII	739936	740388	-	453	0	0	0	0	0	0	0	0	0	0
YBR268W	chrII	741299	741616	+	318	106	132	108	176	164	168	180	133	150	151
YBR269C	chrII	742160	742576	-	417	274	337	219	453	255	274	285	303	274	301
YBR270C	chrII	742761	744398	-	1638	182	254	167	231	167	240	187	149	121	138
YBR271W	chrII	744852	746111	+	1260	158	287	197	175	188	221	201	198	229	223
YBR272C	chrII	746361	747803	-	1443	404	642	338	519	396	463	403	437	414	575
YBR273C	chrII	748061	749371	-	1311	295	453	245	279	232	290	288	402	399	465
YBR274W	chrII	749594	751177	+	1584	229	287	174	182	141	194	202	211	220	264
YBR275C	chrII	751356	757106	-	5751	576	979	670	604	517	649	574	456	439	448
YBR276C	chrII	757620	760043	-	2424	689	904	629	775	708	755	793	671	755	803
YBR277C	chrII	760215	760616	-	402	0	0	0	1	0	1	0	0	0	0
YBR278W	chrII	760294	760899	+	606	153	167	149	178	193	166	217	168	166	205
YBR279W	chrII	761257	762594	+	1338	523	807	519	684	637	618	595	617	651	806
YBR280C	chrII	762784	764697	-	1914	454	559	302	641	414	506	387	437	455	712
YBR281C	chrII	764970	767606	-	2637	242	323	234	167	166	231	227	263	208	467
YBR282W	chrII	768240	768680	+	441	119	183	130	181	194	184	201	230	211	208
YBR283C	chrII	768943	770415	-	1473	1025	1542	1028	1088	1101	1099	1103	1008	1046	1098
YBR284W	chrII	771239	773632	+	2394	48	90	52	75	74	89	87	58	65	65
YBR285W	chrII	773922	774356	+	435	108	112	49	149	94	128	119	101	130	118
YBR286W	chrII	774700	776313	+	1614	3229	4823	2687	4927	4009	4396	3374	3574	3926	4693
YBR287W	chrII	776571	777854	+	1284	520	757	403	661	491	620	499	657	658	733
YBR288C	chrII	778012	779463	-	1452	300	443	243	409	343	377	418	356	328	360
YBR289W	chrII	779667	782384	+	2718	303	451	303	398	368	386	307	277	334	343
YBR290W	chrII	782591	783556	+	966	468	666	431	499	419	533	512	570	499	625
YBR291C	chrII	783673	784572	-	900	239	361	233	244	210	283	217	218	223	224
YBR292C	chrII	784702	785073	-	372	7	14	13	11	14	16	11	18	9	20
YBR293W	chrII	787006	788430	+	1425	461	583	296	296	186	314	211	265	275	373
YBR294W	chrII	789235	791814	+	2580	2375	3571	1932	1198	1516	1708	2398	3369	702	5371
YBR295W	chrII	792849	796499	+	3651	265	435	269	313	188	331	242	664	636	708
YBR296C	chrII	796798	798522	-	1725	117	140	75	104	60	100	76	127	123	197
YBR296C-A	chrII	800123	800242	-	120	9	19	9	9	4	4	14	18	10	17
YBR297W	chrII	800523	801929	+	1407	628	990	444	805	494	732	446	494	510	591
YBR298C	chrII	802631	804475	-	1845	535	1013	363	1028	519	864	477	700	590	840
YBR298C-A	chrII	805035	805256	-	222	1	5	2	2	2	6	0	0	0	3
YBR299W	chrII	805351	807105	+	1755	261	491	176	439	332	555	305	879	902	1107
YBR300C	chrII	808600	809097	-	498	6	8	7	9	6	6	2	5	2	7
YBR301W	chrII	809057	809419	+	363	12	8	14	23	13	13	10	5	14	9
YBR302C	chrII	810340	811479	-	1140	134	166	101	241	201	211	190	182	190	184
YCL076W	chrIII	1392	2135	+	744	2	2	2	3	3	1	0	9	8	8
YCL073C	chrIII	6479	8326	-	1848	1	1	1	0	0	0	0	1	2	0
YCL069W	chrIII	9706	11082	+	1377	0	0	0	0	0	1	0	0	0	0
YCL068C	chrIII	11503	12285	-	783	5	5	4	8	6	6	9	6	2	10
YCL067C	chrIII	12386	13018	-	633	2	0	0	1	0	3	0	1	0	2
YCL066W	chrIII	13282	13809	+	528	1	1	2	0	1	0	0	0	1	1
YCL065W	chrIII	13751	14119	+	369	2	0	0	0	2	0	1	1	0	0
YCL064C	chrIII	15798	16880	-	1083	2057	2844	1542	836	451	647	695	757	609	555
YCL063W	chrIII	17290	18561	+	1272	91	108	69	80	63	61	79	76	89	109
YCL061C	chrIII	18816	22106	-	3291	163	262	195	142	164	206	194	263	279	368
YCL059C	chrIII	22429	23379	-	951	212	331	343	341	292	381	487	439	479	399
YCL058C	chrIII	23523	23981	-	459	3	5	4	13	7	22	13	18	11	14
YCL058W-A	chrIII	23584	23925	+	342	0	0	0	0	0	0	0	0	0	0
YCL057C-A	chrIII	24032	24325	-	294	217	306	197	404	329	326	239	395	388	334
YCL057W	chrIII	24768	26906	+	2139	826	1286	728	839	797	896	915	923	899	1066
YCL056C	chrIII	26925	27359	-	435	232	337	182	200	125	188	142	100	88	91
YCL055W	chrIII	27929	28936	+	1008	508	687	279	547	242	355	235	169	187	190
YCL054W-A	chrIII	30910	30996	+	87	0	0	0	0	0	0	1	2	1	1
YCL054W	chrIII	31449	33974	+	2526	213	407	470	393	405	436	532	627	622	481
YCL052C	chrIII	34143	35393	-	1251	546	655	396	485	371	530	403	537	528	684
YCL051W	chrIII	35865	37616	+	1752	297	496	322	403	309	313	311	279	279	304
YCL050C	chrIII	37836	38801	-	966	1037	1729	894	806	867	1056	894	1364	1713	1939
YCL049C	chrIII	39786	40724	-	939	344	534	329	613	444	525	427	371	364	389
YCL048W-A	chrIII	41488	41727	+	240	20	31	17	37	27	39	21	30	45	51
YCL048W	chrIII	42165	43556	+	1392	39	40	27	55	41	48	45	68	89	80
YCL047C	chrIII	43661	44437	-	777	316	379	243	320	286	368	294	374	365	492
YCL045C	chrIII	44623	46905	-	2283	664	894	544	624	480	658	595	689	661	776
YCL046W	chrIII	46640	46963	+	324	1	0	0	3	1	1	1	4	2	2
YCL044C	chrIII	47111	48364	-	1254	221	327	199	199	259	226	192	277	326	314
YCL043C	chrIII	48653	50221	-	1569	2651	4161	2579	2719	3027	2555	2587	4211	4142	4686
YCL041C	chrIII	50133	50627	-	495	5	10	9	16	16	13	4	8	10	14
YCL042W	chrIII	50584	50943	+	360	4	8	2	8	16	7	3	7	11	9
YCL040W	chrIII	50838	52340	+	1503	4315	7713	3527	6128	4809	5050	3590	5235	5398	8085
YCL039W	chrIII	52645	54882	+	2238	386	576	369	584	456	523	388	370	304	342
YCL038C	chrIII	54941	56527	-	1587	238	295	171	343	185	248	176	188	149	157
YCL037C	chrIII	57374	58678	-	1305	11	27	36	14	22	29	16	26	17	23
YCL036W	chrIII	59026	60726	+	1701	85	142	134	110	146	154	109	99	116	71
YCL035C	chrIII	60841	61173	-	333	927	1545	941	1550	1402	1660	1406	1905	2002	2168
YCL034W	chrIII	61658	62722	+	1065	471	518	353	902	591	555	423	435	374	433
YCL033C	chrIII	62776	63282	-	507	137	200	105	261	188	189	101	195	204	172
YCL032W	chrIII	63441	64481	+	1041	212	354	225	393	290	264	240	276	274	281
YCL031C	chrIII	64675	65568	-	894	307	501	322	281	232	333	246	353	268	360
YCL030C	chrIII	65934	68333	-	2400	12394	16869	10968	17154	13545	13730	10301	3652	4609	3634
YCL029C	chrIII	68599	69921	-	1323	170	280	189	204	180	197	185	233	243	261
YCL028W	chrIII	70150	71367	+	1218	301	492	328	363	297	300	254	401	412	421
YCL027W	chrIII	71803	73341	+	1539	603	759	373	455	241	279	157	106	62	103
YCL026C-B	chrIII	73405	73986	-	582	204	297	131	114	131	151	101	473	425	544
YCL026C-A	chrIII	74704	75285	-	582	96	91	49	14	20	21	14	23	23	18
YCL025C	chrIII	76018	77919	-	1902	2158	2747	1784	2057	1455	1514	1467	1259	1229	1613
YCL023C	chrIII	78949	79296	-	348	1	0	0	0	0	0	2	0	0	1
YCL024W	chrIII	79162	82275	+	3114	86	121	91	99	96	107	117	122	125	117
YCL022C	chrIII	81570	82085	-	516	0	0	0	0	0	0	0	0	0	0
YCL021W-A	chrIII	83620	83997	+	378	175	282	177	192	187	154	184	75	87	77
YCL018W	chrIII	91324	92418	+	1095	6127	7691	4427	9773	8214	6477	8978	25635	22807	28674
YCL017C	chrIII	92777	94270	-	1494	717	1174	645	608	535	598	555	747	755	788
YCL016C	chrIII	94621	95763	-	1143	208	272	183	212	195	211	127	171	164	199
YCL014W	chrIII	96281	101191	+	4911	286	378	234	257	183	286	201	261	255	378
YCL012C	chrIII	101317	101788	-	472	147	220	139	258	165	224	189	342	291	309
YCL011C	chrIII	102075	103358	-	1284	1401	2354	1822	1922	1927	2086	2046	1172	1275	1397
